frame_idx,host_timestamp_s,hw_timestamp_s,unified_time_s,frame_number
104,21759.661257,1777900591.257332,1777900591.257332,29844
105,21759.672029,1777900591.268460,1777900591.268460,29845
106,21759.683137,1777900591.279588,1777900591.279588,29846
107,21759.694387,1777900591.290715,1777900591.290715,29847
108,21759.705426,1777900591.301842,1777900591.301842,29848
109,21759.716647,1777900591.312970,1777900591.312970,29849
110,21759.727721,1777900591.324097,1777900591.324097,29850
111,21759.738795,1777900591.335224,1777900591.335224,29851
112,21759.750148,1777900591.346352,1777900591.346352,29852
113,21759.761207,1777900591.357479,1777900591.357479,29853
114,21759.772211,1777900591.368606,1777900591.368606,29854
115,21759.783477,1777900591.379735,1777900591.379735,29855
116,21759.794515,1777900591.390862,1777900591.390862,29856
117,21759.805622,1777900591.401989,1777900591.401989,29857
118,21759.816824,1777900591.413117,1777900591.413117,29858
119,21759.827941,1777900591.424244,1777900591.424244,29859
120,21759.838970,1777900591.435371,1777900591.435371,29860
121,21759.850165,1777900591.446498,1777900591.446498,29861
122,21759.861205,1777900591.457626,1777900591.457626,29862
123,21759.872353,1777900591.468753,1777900591.468753,29863
124,21759.883513,1777900591.479880,1777900591.479880,29864
125,21759.894595,1777900591.491009,1777900591.491009,29865
126,21759.905719,1777900591.502136,1777900591.502136,29866
127,21759.917045,1777900591.513263,1777900591.513263,29867
128,21759.927981,1777900591.524391,1777900591.524391,29868
129,21759.939101,1777900591.535518,1777900591.535518,29869
130,21759.950478,1777900591.546645,1777900591.546645,29870
131,21759.961364,1777900591.557773,1777900591.557773,29871
132,21759.972475,1777900591.568900,1777900591.568900,29872
133,21759.983663,1777900591.580027,1777900591.580027,29873
134,21759.994701,1777900591.591156,1777900591.591156,29874
135,21760.005849,1777900591.602283,1777900591.602283,29875
136,21760.017104,1777900591.613410,1777900591.613410,29876
137,21760.028138,1777900591.624538,1777900591.624538,29877
138,21760.039363,1777900591.635665,1777900591.635665,29878
139,21760.050535,1777900591.646792,1777900591.646792,29879
140,21760.061530,1777900591.657920,1777900591.657920,29880
141,21760.072624,1777900591.669047,1777900591.669047,29881
142,21760.083988,1777900591.680174,1777900591.680174,29882
143,21760.094910,1777900591.691303,1777900591.691303,29883
144,21760.105991,1777900591.702430,1777900591.702430,29884
145,21760.117167,1777900591.713557,1777900591.713557,29885
146,21760.128286,1777900591.724685,1777900591.724685,29886
147,21760.139421,1777900591.735812,1777900591.735812,29887
148,21760.150652,1777900591.746939,1777900591.746939,29888
149,21760.161636,1777900591.758067,1777900591.758067,29889
150,21760.172780,1777900591.769194,1777900591.769194,29890
151,21760.184167,1777900591.780321,1777900591.780321,29891
152,21760.195024,1777900591.791450,1777900591.791450,29892
153,21760.206137,1777900591.802576,1777900591.802576,29893
154,21760.217401,1777900591.813704,1777900591.813704,29894
155,21760.228393,1777900591.824832,1777900591.824832,29895
156,21760.239498,1777900591.835959,1777900591.835959,29896
157,21760.250735,1777900591.847086,1777900591.847086,29897
158,21760.261752,1777900591.858214,1777900591.858214,29898
159,21760.272925,1777900591.869341,1777900591.869341,29899
160,21760.284215,1777900591.880468,1777900591.880468,29900
161,21760.295168,1777900591.891595,1777900591.891595,29901
162,21760.306287,1777900591.902723,1777900591.902723,29902
163,21760.317467,1777900591.913851,1777900591.913851,29903
164,21760.328553,1777900591.924978,1777900591.924978,29904
165,21760.339647,1777900591.936106,1777900591.936106,29905
166,21760.350807,1777900591.947233,1777900591.947233,29906
167,21760.361920,1777900591.958360,1777900591.958360,29907
168,21760.373142,1777900591.969488,1777900591.969488,29908
169,21760.384208,1777900591.980615,1777900591.980615,29909
170,21760.395304,1777900591.991742,1777900591.991742,29910
171,21760.406460,1777900592.002870,1777900592.002870,29911
172,21760.417618,1777900592.013997,1777900592.013997,29912
173,21760.428688,1777900592.025125,1777900592.025125,29913
174,21760.439809,1777900592.036253,1777900592.036253,29914
175,21760.450953,1777900592.047380,1777900592.047380,29915
176,21760.462066,1777900592.058507,1777900592.058507,29916
177,21760.473333,1777900592.069635,1777900592.069635,29917
178,21760.484359,1777900592.080762,1777900592.080762,29918
179,21760.495473,1777900592.091889,1777900592.091889,29919
180,21760.506613,1777900592.103017,1777900592.103017,29920
181,21760.517692,1777900592.114144,1777900592.114144,29921
182,21760.528855,1777900592.125272,1777900592.125272,29922
183,21760.540018,1777900592.136400,1777900592.136400,29923
184,21760.551095,1777900592.147527,1777900592.147527,29924
185,21760.562224,1777900592.158654,1777900592.158654,29925
186,21760.573348,1777900592.169782,1777900592.169782,29926
187,21760.584579,1777900592.180909,1777900592.180909,29927
188,21760.595637,1777900592.192036,1777900592.192036,29928
189,21760.606804,1777900592.203164,1777900592.203164,29929
190,21760.617865,1777900592.214291,1777900592.214291,29930
191,21760.628985,1777900592.225418,1777900592.225418,29931
192,21760.640228,1777900592.236546,1777900592.236546,29932
193,21760.651294,1777900592.247674,1777900592.247674,29933
194,21760.662414,1777900592.258801,1777900592.258801,29934
195,21760.673644,1777900592.269929,1777900592.269929,29935
196,21760.684703,1777900592.281056,1777900592.281056,29936
197,21760.695780,1777900592.292183,1777900592.292183,29937
198,21760.707104,1777900592.303311,1777900592.303311,29938
199,21760.718067,1777900592.314438,1777900592.314438,29939
200,21760.729165,1777900592.325565,1777900592.325565,29940
201,21760.740275,1777900592.336692,1777900592.336692,29941
202,21760.751408,1777900592.347820,1777900592.347820,29942
203,21760.762534,1777900592.358948,1777900592.358948,29943
204,21760.773829,1777900592.370075,1777900592.370075,29944
205,21760.784793,1777900592.381203,1777900592.381203,29945
206,21760.795929,1777900592.392330,1777900592.392330,29946
207,21760.807186,1777900592.403457,1777900592.403457,29947
208,21760.818270,1777900592.414585,1777900592.414585,29948
209,21760.829311,1777900592.425712,1777900592.425712,29949
210,21760.840518,1777900592.436839,1777900592.436839,29950
211,21760.851514,1777900592.447967,1777900592.447967,29951
212,21760.862678,1777900592.459094,1777900592.459094,29952
213,21760.874022,1777900592.470222,1777900592.470222,29953
214,21760.884932,1777900592.481349,1777900592.481349,29954
215,21760.896072,1777900592.492476,1777900592.492476,29955
216,21760.907455,1777900592.503604,1777900592.503604,29956
217,21760.918362,1777900592.514732,1777900592.514732,29957
218,21760.929425,1777900592.525859,1777900592.525859,29958
219,21760.940681,1777900592.536986,1777900592.536986,29959
220,21760.951710,1777900592.548114,1777900592.548114,29960
221,21760.963066,1777900592.559241,1777900592.559241,29961
222,21760.974105,1777900592.570368,1777900592.570368,29962
223,21760.985120,1777900592.581496,1777900592.581496,29963
224,21760.996329,1777900592.592623,1777900592.592623,29964
225,21761.007456,1777900592.603751,1777900592.603751,29965
226,21761.018478,1777900592.614879,1777900592.614879,29966
227,21761.029684,1777900592.626006,1777900592.626006,29967
228,21761.040776,1777900592.637133,1777900592.637133,29968
229,21761.051863,1777900592.648261,1777900592.648261,29969
230,21761.063076,1777900592.659388,1777900592.659388,29970
231,21761.074140,1777900592.670515,1777900592.670515,29971
232,21761.085317,1777900592.681643,1777900592.681643,29972
233,21761.096518,1777900592.692771,1777900592.692771,29973
234,21761.107481,1777900592.703898,1777900592.703898,29974
235,21761.118631,1777900592.715026,1777900592.715026,29975
236,21761.129770,1777900592.726153,1777900592.726153,29976
237,21761.140938,1777900592.737280,1777900592.737280,29977
238,21761.151943,1777900592.748408,1777900592.748408,29978
239,21761.163117,1777900592.759535,1777900592.759535,29979
240,21761.174222,1777900592.770662,1777900592.770662,29980
241,21761.185349,1777900592.781790,1777900592.781790,29981
242,21761.196504,1777900592.792918,1777900592.792918,29982
243,21761.207605,1777900592.804045,1777900592.804045,29983
244,21761.218769,1777900592.815172,1777900592.815172,29984
245,21761.229984,1777900592.826300,1777900592.826300,29985
246,21761.241014,1777900592.837427,1777900592.837427,29986
247,21761.252128,1777900592.848554,1777900592.848554,29987
248,21761.263324,1777900592.859682,1777900592.859682,29988
249,21761.274447,1777900592.870809,1777900592.870809,29989
250,21761.285519,1777900592.881937,1777900592.881937,29990
251,21761.296808,1777900592.893065,1777900592.893065,29991
252,21761.307762,1777900592.904192,1777900592.904192,29992
253,21761.318959,1777900592.915319,1777900592.915319,29993
254,21761.330162,1777900592.926447,1777900592.926447,29994
255,21761.341231,1777900592.937574,1777900592.937574,29995
256,21761.352319,1777900592.948701,1777900592.948701,29996
257,21761.363629,1777900592.959829,1777900592.959829,29997
258,21761.374578,1777900592.970956,1777900592.970956,29998
259,21761.385685,1777900592.982084,1777900592.982084,29999
260,21761.396991,1777900592.993212,1777900592.993212,30000
261,21761.407957,1777900593.004339,1777900593.004339,30001
262,21761.419074,1777900593.015466,1777900593.015466,30002
263,21761.430385,1777900593.026594,1777900593.026594,30003
264,21761.441350,1777900593.037721,1777900593.037721,30004
265,21761.452496,1777900593.048848,1777900593.048848,30005
266,21761.463599,1777900593.059976,1777900593.059976,30006
267,21761.474722,1777900593.071103,1777900593.071103,30007
268,21761.485831,1777900593.082231,1777900593.082231,30008
269,21761.496939,1777900593.093359,1777900593.093359,30009
270,21761.508092,1777900593.104486,1777900593.104486,30010
271,21761.519232,1777900593.115613,1777900593.115613,30011
272,21761.530429,1777900593.126741,1777900593.126741,30012
273,21761.541456,1777900593.137868,1777900593.137868,30013
274,21761.552588,1777900593.148995,1777900593.148995,30014
275,21761.563954,1777900593.160123,1777900593.160123,30015
276,21761.574954,1777900593.171250,1777900593.171250,30016
277,21761.586012,1777900593.182377,1777900593.182377,30017
278,21761.597295,1777900593.193506,1777900593.193506,30018
279,21761.608235,1777900593.204633,1777900593.204633,30019
280,21761.619353,1777900593.215760,1777900593.215760,30020
281,21761.630666,1777900593.226887,1777900593.226887,30021
282,21761.641575,1777900593.238015,1777900593.238015,30022
283,21761.652727,1777900593.249142,1777900593.249142,30023
284,21761.664056,1777900593.260269,1777900593.260269,30024
285,21761.674973,1777900593.271397,1777900593.271397,30025
286,21761.686098,1777900593.282524,1777900593.282524,30026
287,21761.697403,1777900593.293651,1777900593.293651,30027
288,21761.708342,1777900593.304780,1777900593.304780,30028
289,21761.719481,1777900593.315907,1777900593.315907,30029
290,21761.730708,1777900593.327034,1777900593.327034,30030
291,21761.741710,1777900593.338162,1777900593.338162,30031
292,21761.752883,1777900593.349289,1777900593.349289,30032
293,21761.764175,1777900593.360416,1777900593.360416,30033
294,21761.775109,1777900593.371544,1777900593.371544,30034
295,21761.786253,1777900593.382671,1777900593.382671,30035
296,21761.797398,1777900593.393798,1777900593.393798,30036
297,21761.808480,1777900593.404927,1777900593.404927,30037
298,21761.819711,1777900593.416054,1777900593.416054,30038
299,21761.830934,1777900593.427181,1777900593.427181,30039
300,21761.841859,1777900593.438309,1777900593.438309,30040
301,21761.853048,1777900593.449436,1777900593.449436,30041
302,21761.864180,1777900593.460563,1777900593.460563,30042
303,21761.875289,1777900593.471691,1777900593.471691,30043
304,21761.886466,1777900593.482818,1777900593.482818,30044
305,21761.897525,1777900593.493945,1777900593.493945,30045
306,21761.908634,1777900593.505073,1777900593.505073,30046
307,21761.919902,1777900593.516201,1777900593.516201,30047
308,21761.930920,1777900593.527328,1777900593.527328,30048
309,21761.942048,1777900593.538455,1777900593.538455,30049
310,21761.953161,1777900593.549583,1777900593.549583,30050
311,21761.964311,1777900593.560710,1777900593.560710,30051
312,21761.975419,1777900593.571838,1777900593.571838,30052
313,21761.986544,1777900593.582965,1777900593.582965,30053
314,21761.997670,1777900593.594092,1777900593.594092,30054
315,21762.008791,1777900593.605220,1777900593.605220,30055
316,21762.020029,1777900593.616347,1777900593.616347,30056
317,21762.031068,1777900593.627474,1777900593.627474,30057
318,21762.042214,1777900593.638602,1777900593.638602,30058
319,21762.053487,1777900593.649729,1777900593.649729,30059
320,21762.064443,1777900593.660856,1777900593.660856,30060
321,21762.075547,1777900593.671984,1777900593.671984,30061
322,21762.086768,1777900593.683112,1777900593.683112,30062
323,21762.097798,1777900593.694239,1777900593.694239,30063
324,21762.108971,1777900593.705366,1777900593.705366,30064
325,21762.120176,1777900593.716494,1777900593.716494,30065
326,21762.131231,1777900593.727621,1777900593.727621,30066
327,21762.142342,1777900593.738748,1777900593.738748,30067
328,21762.153621,1777900593.749876,1777900593.749876,30068
329,21762.164573,1777900593.761003,1777900593.761003,30069
330,21762.175728,1777900593.772130,1777900593.772130,30070
331,21762.186883,1777900593.783258,1777900593.783258,30071
332,21762.198005,1777900593.794385,1777900593.794385,30072
333,21762.209089,1777900593.805512,1777900593.805512,30073
334,21762.220254,1777900593.816641,1777900593.816641,30074
335,21762.231323,1777900593.827768,1777900593.827768,30075
336,21762.242494,1777900593.838895,1777900593.838895,30076
337,21762.253837,1777900593.850023,1777900593.850023,30077
338,21762.264718,1777900593.861150,1777900593.861150,30078
339,21762.275847,1777900593.872277,1777900593.872277,30079
340,21762.287204,1777900593.883405,1777900593.883405,30080
341,21762.298154,1777900593.894532,1777900593.894532,30081
342,21762.309283,1777900593.905659,1777900593.905659,30082
343,21762.320467,1777900593.916787,1777900593.916787,30083
344,21762.331470,1777900593.927914,1777900593.927914,30084
345,21762.342603,1777900593.939042,1777900593.939042,30085
346,21762.353868,1777900593.950169,1777900593.950169,30086
347,21762.364872,1777900593.961297,1777900593.961297,30087
348,21762.375999,1777900593.972424,1777900593.972424,30088
349,21762.387395,1777900593.983552,1777900593.983552,30089
350,21762.398291,1777900593.994679,1777900593.994679,30090
351,21762.409449,1777900594.005806,1777900594.005806,30091
352,21762.420657,1777900594.016934,1777900594.016934,30092
353,21762.431776,1777900594.028061,1777900594.028061,30093
354,21762.442765,1777900594.039188,1777900594.039188,30094
355,21762.454089,1777900594.050316,1777900594.050316,30095
356,21762.465064,1777900594.061443,1777900594.061443,30096
357,21762.476141,1777900594.072570,1777900594.072570,30097
358,21762.487490,1777900594.083699,1777900594.083699,30098
359,21762.498406,1777900594.094826,1777900594.094826,30099
360,21762.509591,1777900594.105953,1777900594.105953,30100
361,21762.520724,1777900594.117079,1777900594.117079,30101
362,21762.531801,1777900594.128208,1777900594.128208,30102
363,21762.542969,1777900594.139335,1777900594.139335,30103
364,21762.554134,1777900594.150462,1777900594.150462,30104
365,21762.565191,1777900594.161590,1777900594.161590,30105
366,21762.576343,1777900594.172717,1777900594.172717,30106
367,21762.587425,1777900594.183844,1777900594.183844,30107
368,21762.598576,1777900594.194972,1777900594.194972,30108
369,21762.609763,1777900594.206099,1777900594.206099,30109
370,21762.620819,1777900594.217226,1777900594.217226,30110
371,21762.632326,1777900594.228354,1777900594.228354,30111
372,21762.654223,1777900594.250608,1777900594.250608,30113
373,21762.665339,1777900594.261737,1777900594.261737,30114
374,21762.676445,1777900594.272864,1777900594.272864,30115
375,21762.687592,1777900594.283991,1777900594.283991,30116
376,21762.698788,1777900594.295119,1777900594.295119,30117
377,21762.709961,1777900594.306246,1777900594.306246,30118
378,21762.720914,1777900594.317373,1777900594.317373,30119
379,21762.732100,1777900594.328501,1777900594.328501,30120
380,21762.743253,1777900594.339628,1777900594.339628,30121
381,21762.754369,1777900594.350755,1777900594.350755,30122
382,21762.765485,1777900594.361883,1777900594.361883,30123
383,21762.776768,1777900594.373010,1777900594.373010,30124
384,21762.787742,1777900594.384137,1777900594.384137,30125
385,21762.798879,1777900594.395265,1777900594.395265,30126
386,21762.810057,1777900594.406392,1777900594.406392,30127
387,21762.821155,1777900594.417519,1777900594.417519,30128
388,21762.832241,1777900594.428648,1777900594.428648,30129
389,21762.843484,1777900594.439775,1777900594.439775,30130
390,21762.854488,1777900594.450902,1777900594.450902,30131
391,21762.865617,1777900594.462029,1777900594.462029,30132
392,21762.876917,1777900594.473157,1777900594.473157,30133
393,21762.887858,1777900594.484284,1777900594.484284,30134
394,21762.899297,1777900594.495412,1777900594.495412,30135
395,21762.910226,1777900594.506539,1777900594.506539,30136
396,21762.921243,1777900594.517666,1777900594.517666,30137
397,21762.932366,1777900594.528794,1777900594.528794,30138
398,21762.943639,1777900594.539921,1777900594.539921,30139
399,21762.954635,1777900594.551048,1777900594.551048,30140
400,21762.965773,1777900594.562175,1777900594.562175,30141
401,21762.977433,1777900594.573303,1777900594.573303,30142
402,21762.988010,1777900594.584431,1777900594.584431,30143
403,21762.999153,1777900594.595558,1777900594.595558,30144
404,21763.010577,1777900594.606686,1777900594.606686,30145
405,21763.021419,1777900594.617813,1777900594.617813,30146
406,21763.032542,1777900594.628940,1777900594.628940,30147
407,21763.043770,1777900594.640068,1777900594.640068,30148
408,21763.054779,1777900594.651195,1777900594.651195,30149
409,21763.065925,1777900594.662322,1777900594.662322,30150
410,21763.077197,1777900594.673450,1777900594.673450,30151
411,21763.088184,1777900594.684577,1777900594.684577,30152
412,21763.099275,1777900594.695705,1777900594.695705,30153
413,21763.110651,1777900594.706833,1777900594.706833,30154
414,21763.121565,1777900594.717960,1777900594.717960,30155
415,21763.132644,1777900594.729087,1777900594.729087,30156
416,21763.143952,1777900594.740215,1777900594.740215,30157
417,21763.154967,1777900594.751342,1777900594.751342,30158
418,21763.166081,1777900594.762469,1777900594.762469,30159
419,21763.177223,1777900594.773597,1777900594.773597,30160
420,21763.188312,1777900594.784724,1777900594.784724,30161
421,21763.199441,1777900594.795851,1777900594.795851,30162
422,21763.210796,1777900594.806979,1777900594.806979,30163
423,21763.221684,1777900594.818107,1777900594.818107,30164
424,21763.232809,1777900594.829234,1777900594.829234,30165
425,21763.244085,1777900594.840362,1777900594.840362,30166
426,21763.255069,1777900594.851489,1777900594.851489,30167
427,21763.266231,1777900594.862616,1777900594.862616,30168
428,21763.277462,1777900594.873744,1777900594.873744,30169
429,21763.288491,1777900594.884871,1777900594.884871,30170
430,21763.299602,1777900594.895998,1777900594.895998,30171
431,21763.310793,1777900594.907126,1777900594.907126,30172
432,21763.321851,1777900594.918253,1777900594.918253,30173
433,21763.333067,1777900594.929381,1777900594.929381,30174
434,21763.344142,1777900594.940509,1777900594.940509,30175
435,21763.355235,1777900594.951636,1777900594.951636,30176
436,21763.366470,1777900594.962763,1777900594.962763,30177
437,21763.377508,1777900594.973891,1777900594.973891,30178
438,21763.388652,1777900594.985018,1777900594.985018,30179
439,21763.399828,1777900594.996145,1777900594.996145,30180
440,21763.410902,1777900595.007272,1777900595.007272,30181
441,21763.421987,1777900595.018400,1777900595.018400,30182
442,21763.433209,1777900595.029527,1777900595.029527,30183
443,21763.444272,1777900595.040655,1777900595.040655,30184
444,21763.455388,1777900595.051783,1777900595.051783,30185
445,21763.466646,1777900595.062910,1777900595.062910,30186
446,21763.477614,1777900595.074037,1777900595.074037,30187
447,21763.488766,1777900595.085165,1777900595.085165,30188
448,21763.500089,1777900595.096292,1777900595.096292,30189
449,21763.511048,1777900595.107419,1777900595.107419,30190
450,21763.522170,1777900595.118547,1777900595.118547,30191
451,21763.533333,1777900595.129674,1777900595.129674,30192
452,21763.544404,1777900595.140801,1777900595.140801,30193
453,21763.555513,1777900595.151929,1777900595.151929,30194
454,21763.566841,1777900595.163056,1777900595.163056,30195
455,21763.577786,1777900595.174184,1777900595.174184,30196
456,21763.588921,1777900595.185312,1777900595.185312,30197
457,21763.600177,1777900595.196439,1777900595.196439,30198
458,21763.611172,1777900595.207566,1777900595.207566,30199
459,21763.622336,1777900595.218694,1777900595.218694,30200
460,21763.633627,1777900595.229821,1777900595.229821,30201
461,21763.655686,1777900595.252076,1777900595.252076,30203
462,21763.666896,1777900595.263203,1777900595.263203,30204
463,21763.677940,1777900595.274330,1777900595.274330,30205
464,21763.689070,1777900595.285459,1777900595.285459,30206
465,21763.700394,1777900595.296586,1777900595.296586,30207
466,21763.711303,1777900595.307713,1777900595.307713,30208
467,21763.722471,1777900595.318841,1777900595.318841,30209
468,21763.733878,1777900595.329968,1777900595.329968,30210
469,21763.744748,1777900595.341095,1777900595.341095,30211
470,21763.755841,1777900595.352223,1777900595.352223,30212
471,21763.767039,1777900595.363350,1777900595.363350,30213
472,21763.778092,1777900595.374477,1777900595.374477,30214
473,21763.789295,1777900595.385605,1777900595.385605,30215
474,21763.800520,1777900595.396732,1777900595.396732,30216
475,21763.811433,1777900595.407859,1777900595.407859,30217
476,21763.822573,1777900595.418988,1777900595.418988,30218
477,21763.833959,1777900595.430115,1777900595.430115,30219
478,21763.844819,1777900595.441242,1777900595.441242,30220
479,21763.856007,1777900595.452369,1777900595.452369,30221
480,21763.867372,1777900595.463497,1777900595.463497,30222
481,21763.878256,1777900595.474624,1777900595.474624,30223
482,21763.889553,1777900595.485751,1777900595.485751,30224
483,21763.900641,1777900595.496879,1777900595.496879,30225
484,21763.911578,1777900595.508007,1777900595.508007,30226
485,21763.922702,1777900595.519134,1777900595.519134,30227
486,21763.934035,1777900595.530262,1777900595.530262,30228
487,21763.944978,1777900595.541389,1777900595.541389,30229
488,21763.956077,1777900595.552517,1777900595.552517,30230
489,21763.967296,1777900595.563645,1777900595.563645,30231
490,21763.978345,1777900595.574772,1777900595.574772,30232
491,21763.989463,1777900595.585900,1777900595.585900,30233
492,21764.000712,1777900595.597028,1777900595.597028,30234
493,21764.011767,1777900595.608155,1777900595.608155,30235
494,21764.022995,1777900595.619283,1777900595.619283,30236
495,21764.034168,1777900595.630411,1777900595.630411,30237
496,21764.045163,1777900595.641538,1777900595.641538,30238
497,21764.056380,1777900595.652666,1777900595.652666,30239
498,21764.067524,1777900595.663794,1777900595.663794,30240
499,21764.078522,1777900595.674921,1777900595.674921,30241
500,21764.089796,1777900595.686049,1777900595.686049,30242
501,21764.100777,1777900595.697177,1777900595.697177,30243
502,21764.111909,1777900595.708304,1777900595.708304,30244
503,21764.123122,1777900595.719431,1777900595.719431,30245
504,21764.134209,1777900595.730560,1777900595.730560,30246
505,21764.145480,1777900595.741687,1777900595.741687,30247
506,21764.156516,1777900595.752815,1777900595.752815,30248
507,21764.167569,1777900595.763943,1777900595.763943,30249
508,21764.178623,1777900595.775070,1777900595.775070,30250
509,21764.189870,1777900595.786197,1777900595.786197,30251
510,21764.200927,1777900595.797326,1777900595.797326,30252
511,21764.212050,1777900595.808453,1777900595.808453,30253
512,21764.223389,1777900595.819580,1777900595.819580,30254
513,21764.234324,1777900595.830709,1777900595.830709,30255
514,21764.245459,1777900595.841836,1777900595.841836,30256
